serialnumber,CruiseNumber,day,month,year,time,fecha3,Site,STATION,latitude,longitude,CTD,Depth,Fucoxanthin,Peridinin,Alloxanthin,19'-Butanoyloxyfucoxanthin,19'-Hexanoyloxyfucoxanthin,Zeaxanthin,TChlb,Divinyl_Chlorophyll_a,Chla,Tchla,DP_Uitz2006,[%Micro_Uitz],[%Nano_Uitz],[%Pico_Uitz],[MicroChl_Uitz],[NanoChl_Uitz],[PicoChl_Uitz],DP_CNR2017,[%Micro_CNR2017],[%Nano_CNR2017],[%Pico_CNR2017],Diatoms_Chl,Dinofl_Chl,Crypto_Chl,Prymnesio_Chl,Cocco_Chl,Cyanobac_Chl,Picoeukar_Chl
88,11,20,5,2002,9.6,2002-05-20,boussole,B050201,43.371,7.896,1,10,0.015,0.006,0.002,0.012,0.046,0.011,0,0,0.163,0.163,0.1029,28.7783,62.0274,9.1943,0.0469,0.1011,0.015,0.1202,28.2958,55.3273,16.3769,0.033506172,0.013402469,0.001901059,0.006653708,0.092549908,0.014986685,0
89,11,20,5,2002,9.6,2002-05-20,boussole,B050202,43.371,7.896,1,10,0.015,0.007,0.002,0.012,0.045,0.012,0,0,0.161,0.161,0.1039,29.8585,60.2079,9.9336,0.0481,0.0969,0.016,0.1225,29.1323,53.3344,17.5333,0.032776494,0.015295697,0.001859659,0.006508807,0.088566272,0.01599307,0
90,11,20,5,2002,9.6,2002-05-20,boussole,B050203,43.371,7.896,1,10,0.014,0.007,0.002,0.012,0.048,0.013,0.012,0,0.174,0.174,0.1193,24.826,55.6385,19.5355,0.0432,0.0968,0.034,0.1368,24.9196,50.3509,24.7295,0.028798189,0.014399094,0.00175065,0.006127274,0.088933009,0.016310221,0.017681563
91,11,20,5,2002,9.6,2002-05-20,boussole,B050204,43.371,7.896,1,5,0.01,0.006,0,0.009,0.036,0.01,0,0,0.14,0.14,0.08,28.1894,61.0646,10.746,0.0395,0.0855,0.015,0.0915,28.4278,52.0157,19.5564,0.02466575,0.01479945,0,0.005510434,0.079980007,0.015044358,0
92,11,20,5,2002,9.6,2002-05-20,boussole,B050205,43.371,7.896,1,5,0.011,0.005,0,0.009,0.036,0.01,0,0,0.135,0.135,0.08,28.1894,61.0646,10.746,0.0381,0.0824,0.0145,0.0915,28.3731,52.0555,19.5714,0.026163314,0.011892415,0,0.005313632,0.077123579,0.01450706,0
93,11,20,5,2002,9.6,2002-05-20,boussole,B050206,43.371,7.896,1,5,0.012,0.005,0,0.01,0.041,0.011,0,0,0.145,0.145,0.089,26.9326,62.4382,10.6292,0.0391,0.0905,0.0154,0.1013,27.1911,53.3754,19.4335,0.027566292,0.011485955,0,0.005702247,0.084833146,0.01541236,0
94,11,20,5,2002,14.38,2002-05-20,boussole,B0502-21,43.374,7.903,2,10,0.015,0.006,0,0.013,0.047,0.012,0.007,0,0.149,0.149,0.1112,26.6181,57.749,15.6329,0.0397,0.086,0.0233,0.1245,27.3187,50.4858,22.1955,0.028329288,0.011331715,0,0.00609448,0.079951546,0.013823085,0.009469885
95,11,20,5,2002,14.38,2002-05-20,boussole,B0502-22,43.374,7.903,2,10,0.011,0.006,0,0.009,0.036,0.011,0.006,0,0.142,0.142,0.0884,27.1277,55.3078,17.5645,0.0385,0.0785,0.0249,0.1002,27.5649,47.515,24.9202,0.024925532,0.013595745,0,0.005062245,0.073474876,0.015202807,0.009738796
96,11,20,5,2002,14.38,2002-05-20,boussole,B0502-23,43.374,7.903,2,10,0.013,0.006,0,0.011,0.042,0.011,0.006,0,0.142,0.142,0.0995,26.9246,57.4774,15.598,0.0382,0.0816,0.0221,0.1116,27.6115,50.0179,22.3705,0.026159397,0.012073568,0,0.005494472,0.076123417,0.013500704,0.008648442
97,11,20,5,2002,14.38,2002-05-20,boussole,B0502-24,43.374,7.903,2,5,0.007,0.004,0,0.007,0.03,0.009,0,0,0.097,0.097,0.0638,24.3103,63.558,12.1317,0.0236,0.0617,0.0118,0.0734,24.3663,53.6795,21.9542,0.015006113,0.008574922,0,0.003724922,0.057926332,0.011767712,0
98,11,20,5,2002,14.38,2002-05-20,boussole,B0502-25,43.374,7.903,2,5,0.005,0.004,0,0.006,0.03,0.008,0,0,0.088,0.088,0.0598,21.2314,67.2578,11.5108,0.0187,0.0592,0.0101,0.0678,21.6455,57.2398,21.1147,0.010379789,0.008303831,0,0.003091852,0.056095031,0.010129496,0
99,11,20,5,2002,14.38,2002-05-20,boussole,B0502-26,43.374,7.903,2,5,0.004,0,0,0.005,0.025,0.008,0,0,0.077,0.077,0.046,12.2555,72.7944,14.95,0.0094,0.0561,0.0115,0.0531,12.0595,60.9572,26.9832,0.009436767,0,0,0.002928075,0.053123642,0.011511517,0
100,11,21,5,2002,8.38,2002-05-21,boussole,B0502a31,43.365,7.894,3,10,0.009,0.005,0,0.007,0.032,0.01,0,0,0.116,0.116,0.0714,27.6354,60.3248,12.0398,0.0321,0.07,0.014,0.0824,27.6092,50.6675,21.7233,0.020608148,0.011448971,0,0.00397872,0.06599804,0.013966121,0
101,11,21,5,2002,8.38,2002-05-21,boussole,B0502a32,43.365,7.894,3,10,0.005,0.004,0,0.005,0.021,0.007,0,0,0.095,0.095,0.0471,26.9255,60.3013,12.7732,0.0256,0.0573,0.0121,0.0548,26.7688,50.3829,22.8483,0.014210694,0.011368555,0,0.003527477,0.053758752,0.012134522,0
102,11,21,5,2002,8.38,2002-05-21,boussole,B0502a33,43.365,7.894,3,10,0.009,0.005,0,0.008,0.031,0.01,0,0,0.118,0.118,0.0705,27.996,59.8071,12.1969,0.033,0.0706,0.0144,0.0818,27.8151,50.2995,21.8853,0.021236988,0.011798326,0,0.00468586,0.065886541,0.014392285,0
103,11,21,5,2002,8.38,2002-05-21,boussole,B0502b31,43.365,7.894,3,10,0.021,0.008,0,0.021,0.11,0.018,0.03,0,0.315,0.315,0.2337,17.4953,62.9172,19.5875,0.0551,0.1982,0.0617,0.2474,18.9852,57.3155,23.6992,0.039907368,0.015202807,0,0.009906084,0.188282988,0.020863426,0.040837327
104,11,21,5,2002,8.38,2002-05-21,boussole,B0502b32,43.365,7.894,3,10,0.014,0.007,0,0.014,0.066,0.016,0.017,0,0.2,0.2,0.1493,19.8379,59.4399,20.7222,0.0397,0.1189,0.0414,0.1636,20.8438,52.4977,26.6585,0.026450489,0.013225245,0,0.006565724,0.112314083,0.018437626,0.023006834
105,11,21,5,2002,8.38,2002-05-21,boussole,B0502b33,43.365,7.894,3,10,0.009,0.005,0,0.009,0.042,0.013,0,0,0.143,0.143,0.0874,22.5832,64.6265,12.7903,0.0323,0.0924,0.0183,0.1007,22.5896,54.3044,23.1059,0.020760439,0.011533577,0,0.005153301,0.087262556,0.018290127,0
106,11,21,5,2002,8.38,2002-05-21,boussole,B0502a34,43.365,7.894,3,5,0.008,0.004,0,0.007,0.027,0.008,0,0,0.09,0.09,0.0605,27.9485,60.6871,11.3644,0.0252,0.0546,0.0102,0.0697,27.9684,51.4716,20.5599,0.016769078,0.008384539,0,0.00364222,0.050976214,0.010227948,0
107,11,21,5,2002,8.38,2002-05-21,boussole,B0502a35,43.365,7.894,3,5,0.005,0.004,0,0.005,0.023,0.008,0,0,0.094,0.094,0.0505,25.1138,61.2705,13.6157,0.0236,0.0576,0.0128,0.059,24.8856,50.8391,24.2753,0.013114981,0.010491985,0,0.003255492,0.054338809,0.012798733,0
108,11,21,5,2002,8.38,2002-05-21,boussole,B0502a36,43.365,7.894,3,5,0.004,0.003,0,0.005,0.02,0.007,0,0,0.085,0.085,0.043,22.9322,63.0809,13.987,0.0195,0.0536,0.0119,0.0504,22.6434,52.4906,24.866,0.011138476,0.008353857,0,0.003456087,0.050162639,0.011888941,0
109,11,21,5,2002,8.38,2002-05-21,boussole,B0502b34,43.365,7.894,3,5,0.007,0,0,0.006,0.025,0.007,0,0,0.095,0.095,0.0497,19.8432,68.0539,12.1029,0.0189,0.0647,0.0115,0.0567,19.7705,58.1112,22.1183,0.018851025,0,0,0.004010856,0.06064033,0.011497789,0
110,11,21,5,2002,8.38,2002-05-21,boussole,B0502b35,43.365,7.894,3,5,0.006,0,0,0.006,0.024,0.007,0,0,0.099,0.099,0.0471,17.9771,69.2308,12.7922,0.0178,0.0685,0.0127,0.0539,17.8207,58.9196,23.2597,0.01779728,0,0,0.004417765,0.064120697,0.012664258,0
111,11,21,5,2002,8.38,2002-05-21,boussole,B0502b36,43.365,7.894,3,5,0.007,0,0,0.006,0.026,0.008,0,0,0.099,0.099,0.0519,19.0283,67.7077,13.2639,0.0188,0.067,0.0131,0.0596,18.7856,57.1956,24.0188,0.018838057,0,0,0.004008097,0.063022556,0.01313129,0
112,12,27,6,2002,16.43,2002-06-27,boussole,B0602Q11,43.367,7.904,NA,5,0.009,0.004,0,0.004,0.021,0.013,0,0,0.08,0.08,0.0576,31.834,48.7496,19.4165,0.0255,0.039,0.0155,0.0714,29.5197,37.8939,32.5865,0.017631122,0.007836054,0,0.00194512,0.037054533,0.015533171,0
113,12,27,6,2002,16.43,2002-06-27,boussole,B0602Q12,43.367,7.904,NA,5,0.003,0.004,0,0.004,0.02,0.013,0,0,0.08,0.08,0.0479,20.627,56.0084,23.3647,0.0165,0.0448,0.0187,0.0606,18.9345,42.6851,38.3803,0.0070721,0.009429467,0,0.002340648,0.04246604,0.018691745,0
114,12,27,6,2002,16.43,2002-06-27,boussole,B0602Q13,43.367,7.904,NA,5,0,0.004,0,0.004,0.021,0.013,0,0,0.082,0.082,0.0449,12.564,62.5306,24.9053,0.0103,0.0513,0.0204,0.057,11.7172,47.4654,40.8174,0,0.010302517,0,0.002557362,0.048717755,0.020422366,0
115,12,27,6,2002,16.43,2002-06-27,boussole,B0602Q21,43.367,7.904,NA,5,0,0.006,0,0.004,0.02,0.013,0,0,0.084,0.084,0.0464,18.2171,57.7089,24.0741,0.0153,0.0485,0.0202,0.0592,16.9343,43.7384,39.3274,0,0.015302326,0,0.0025323,0.045943152,0.020222222,0
116,12,27,6,2002,16.43,2002-06-27,boussole,B0602Q23,43.367,7.904,NA,5,0.002,0.006,0,0.003,0.017,0.013,0,0,0.08,0.08,0.0451,25.0111,50.1996,24.7894,0.02,0.0402,0.0198,0.0583,22.6914,37.367,39.9416,0.005002217,0.015006652,0,0.001862528,0.038297118,0.019831486,0
117,12,27,6,2002,16.43,2002-06-27,boussole,B0602Q31,43.367,7.904,NA,5,0.003,0.004,0,0.004,0.018,0.012,0,0,0.073,0.073,0.0445,22.2047,54.5782,23.2171,0.0162,0.0398,0.0169,0.0565,20.3258,41.6431,38.0312,0.006946907,0.009262542,0,0.002299213,0.037542857,0.016948481,0
118,12,27,6,2002,16.43,2002-06-27,boussole,B0602Q32,43.367,7.904,NA,5,0.002,0.003,0,0.004,0.019,0.012,0,0,0.076,0.076,0.0429,16.4336,59.5105,24.0559,0.0125,0.0452,0.0183,0.0544,15.0947,45.4128,39.4926,0.004995804,0.007493706,0,0.002480186,0.042747786,0.018282517,0
119,12,27,6,2002,16.43,2002-06-27,boussole,B0602Q33,43.367,7.904,NA,5,0,0,0,0.003,0.018,0.012,0,0,0.069,0.069,0.0342,0,69.851,30.149,0,0.0482,0.0208,0.0444,0,51.6543,48.3457,0,0,0,0.002116564,0.046080631,0.020802805,0
120,12,27,6,2002,7.87,2002-06-27,boussole,B0602-21,43.367,7.898,2,10,0.003,0.015,0,0.006,0.042,0.019,0.019,0,0.155,0.155,0.1164,21.8135,47.6493,30.5372,0.0338,0.0739,0.0473,0.1336,22.3495,39.6676,37.9829,0.005635153,0.028175763,0,0.002797593,0.071058874,0.021767942,0.025564676
121,12,27,6,2002,7.87,2002-06-27,boussole,B0602-22,43.367,7.898,2,10,0,0.011,0,0.004,0.03,0.019,0.016,0,0.129,0.129,0.0875,17.7237,45.1377,37.1386,0.0229,0.0582,0.0479,0.1041,17.6397,36.1821,46.1782,0,0.022863558,0,0.002063764,0.056163867,0.024087076,0.023821735
122,12,27,6,2002,7.87,2002-06-27,boussole,B0602-23,43.367,7.898,2,5,0,0,0,0.003,0.024,0.013,0,0,0.091,0.091,0.0427,0,73.8235,26.1765,0,0.0672,0.0238,0.0533,0,56.3415,43.6585,0,0,0,0.002237181,0.064942168,0.023820651,0
123,12,27,6,2002,7.87,2002-06-27,boussole,B0602-24,43.367,7.898,2,5,0,0.005,0,0.004,0.028,0.013,0,0,0.088,0.088,0.0552,12.7741,66.9687,20.2573,0.0112,0.0589,0.0178,0.0669,12.4739,52.7637,34.7625,0,0.011241167,0,0.002232288,0.056700127,0.017826418,0
124,12,27,6,2002,11.5,2002-06-27,boussole,B0602-31,43.383,7.889,3,10,0,0.009,0,0.004,0.026,0.02,0.019,0,0.124,0.124,0.0835,15.1976,41.2216,43.5808,0.0188,0.0511,0.054,0.1005,14.9537,32.7928,52.2535,0,0.01884503,0,0.002079042,0.049035689,0.025542515,0.028497725
125,12,27,6,2002,11.5,2002-06-27,boussole,B0602-32,43.383,7.889,3,10,0,0.007,0,0.003,0.021,0.017,0.015,0,0.108,0.108,0.0674,14.6526,41.152,44.1954,0.0158,0.0444,0.0477,0.0818,14.2892,32.3799,53.3309,0,0.015824822,0,0.001683492,0.042760689,0.023440618,0.02429038
126,12,27,6,2002,11.5,2002-06-27,boussole,B0602-33,43.383,7.889,3,5,0,0.005,0,0.004,0.03,0.015,0,0,0.093,0.093,0.0595,11.8587,66.4424,21.6989,0.011,0.0618,0.0202,0.0729,11.4572,51.7014,36.8414,0,0.011028595,0,0.002190076,0.059601346,0.020179983,0
127,12,27,6,2002,11.5,2002-06-27,boussole,B0602-34,43.383,7.889,3,5,0,0.005,0,0.004,0.028,0.014,0,0,0.091,0.091,0.0561,12.5781,65.9411,21.4808,0.0114,0.06,0.0195,0.0687,12.149,51.3895,36.4615,0,0.01144603,0,0.002272971,0.057733452,0.019547547,0
128,12,27,6,2002,16.43,2002-06-27,boussole,B0602-41,43.367,7.904,4,10,0,0.011,0,0.005,0.027,0.016,0.029,0,0.13,0.13,0.0946,16.3953,38.0973,45.5074,0.0213,0.0495,0.0592,0.1072,17.1298,32.3667,50.5035,0,0.021313953,0,0.002404863,0.047121564,0.018909091,0.040250529
129,12,27,6,2002,16.43,2002-06-27,boussole,B0602-42,43.367,7.904,4,10,0,0.01,0,0.004,0.025,0.016,0.027,0,0.123,0.123,0.0883,15.9719,37.551,46.4771,0.0196,0.0462,0.0572,0.1009,16.5543,31.5028,51.9429,0,0.019645446,0,0.001950612,0.044237087,0.019171726,0.037995129
130,12,27,6,2002,16.43,2002-06-27,boussole,B0602-43,43.367,7.904,4,10,0,0.009,0,0.004,0.025,0.014,0.027,0,0.119,0.119,0.0852,14.9031,38.9313,46.1656,0.0177,0.0463,0.0549,0.0956,15.7168,33.2322,51.0509,0,0.017734703,0,0.001956547,0.044371697,0.016826307,0.038110746
131,12,27,6,2002,16.43,2002-06-27,boussole,B0602-44,43.367,7.904,4,5,0,0.006,0,0.003,0.026,0.014,0.015,0,0.095,0.095,0.0697,12.1343,48.8669,38.9989,0.0115,0.0464,0.037,0.0807,12.421,40.1512,47.4278,0,0.011527539,0,0.001430723,0.044992828,0.016405622,0.020643287
132,12,27,6,2002,16.43,2002-06-27,boussole,B0602-45,43.367,7.904,4,5,0,0.003,0,0.003,0.022,0.015,0,0,0.062,0.062,0.0461,9.1717,62.8578,27.9705,0.0057,0.039,0.0173,0.0595,8.4159,46.4808,45.1033,0,0.00568647,0,0.001411535,0.037560278,0.017341717,0
133,12,27,6,2002,16.43,2002-06-27,boussole,B0602-46,43.367,7.904,4,5,0.004,0.008,0,0.005,0.026,0.015,0.014,0,0.1,0.1,0.0787,21.4912,44.1636,34.3452,0.0215,0.0442,0.0343,0.0925,21.3714,36.2643,42.3643,0.007163724,0.014327448,0,0.002222787,0.04194081,0.016385114,0.017960117
134,12,28,6,2002,5.77,2002-06-28,boussole,B0602-51,43.3645,7.897233333,5,10,0,0.013,0,0.006,0.034,0.019,0.02,0,0.131,0.131,0.1002,18.3025,45.2122,36.4853,0.024,0.0592,0.0478,0.1169,18.5778,37.2583,44.164,0,0.023976335,0,0.00274688,0.056481078,0.02137334,0.026422366
135,12,28,6,2002,5.77,2002-06-28,boussole,B0602-52,43.365,7.897,5,10,0.003,0.014,0,0.006,0.034,0.02,0.021,0,0.137,0.137,0.1077,22.2645,42.0583,35.6771,0.0305,0.0576,0.0489,0.126,22.3651,34.5556,43.0794,0.005382779,0.025119636,0,0.002672302,0.054947613,0.021887423,0.026990247
136,12,28,6,2002,5.77,2002-06-28,boussole,B0602-53,43.365,7.897,5,10,0.004,0.014,0,0.007,0.035,0.02,0.021,0,0.137,0.137,0.1107,22.9289,42.3706,34.7005,0.0314,0.058,0.0475,0.1294,23.0228,35.0135,41.9637,0.006980576,0.024432017,0,0.003032343,0.055015358,0.021288283,0.026251423
137,12,28,6,2002,5.77,2002-06-28,boussole,B0602-54,43.365,7.897,5,5,0,0.008,0,0.006,0.037,0.014,0.01,0,0.103,0.103,0.0825,13.6711,59.4958,26.8331,0.0141,0.0613,0.0276,0.0943,14.1676,49.9258,35.9067,0,0.014081202,0,0.0026215,0.058659193,0.015029936,0.012608169
138,12,28,6,2002,5.77,2002-06-28,boussole,B0602-55,43.365,7.897,5,5,0.004,0.006,0,0.006,0.037,0.013,0,0,0.094,0.094,0.0744,18.9593,66.0078,15.0329,0.0178,0.062,0.0141,0.0868,18.9236,54.2584,26.818,0.007128681,0.010693021,0,0.002654296,0.059393035,0.014130967,0
139,12,28,6,2002,9.27,2002-06-28,boussole,B0602-61,43.58223333,7.5311,6,10,0,0,0,0.002,0.022,0.018,0,0.004,0.055,0.06,0.0441,0,64.9139,35.0861,0,0.0389,0.0211,0.0593,0,45.6844,54.3156,0,0,0,0.000951949,0.037996374,0.021051677,0
140,12,28,6,2002,9.27,2002-06-28,boussole,B0602-62,43.582,7.531,6,10,0,0,0,0.003,0.024,0.019,0,0.005,0.063,0.067,0.0479,0,65.8659,34.1341,0,0.0441,0.0229,0.064,0,46.8926,53.1074,0,0,0,0.001469605,0.042660539,0.022869856,0
141,12,28,6,2002,9.27,2002-06-28,boussole,B0602-64,43.582,7.531,6,5,0,0.004,0,0.003,0.024,0.015,0,0,0.067,0.067,0.0501,11.2642,62.9718,25.7639,0.0075,0.0422,0.0173,0.0636,10.5098,47.2467,42.2435,0,0.007547034,0,0.001405033,0.040786099,0.017261833,0
142,12,28,6,2002,9.27,2002-06-28,boussole,B0602-66,43.582,7.531,6,5,0,0.004,0,0.003,0.02,0.015,0,0,0.063,0.063,0.045,12.5361,58.7908,28.673,0.0079,0.037,0.0181,0.0588,11.3528,43.015,45.6322,0,0.007897755,0,0.001470327,0.035567904,0.018064014,0
143,13,20,7,2002,10.9,2002-07-20,boussole,B070201,43.367,7.904,1,10,0.004,0.02,0,0.005,0.034,0.014,0,0,0.105,0.105,0.0908,37.2646,49.4769,13.2585,0.0391,0.052,0.0139,0.1078,36.91,39.8498,23.2403,0.006521308,0.032606541,0,0.002023456,0.049927321,0.013921374,0
144,13,20,7,2002,10.9,2002-07-20,boussole,B070203,43.367,7.904,1,10,0.003,0.021,0,0.005,0.031,0.013,0,0,0.096,0.096,0.0861,39.2849,47.7362,12.9789,0.0377,0.0458,0.0125,0.1026,38.871,38.442,22.6869,0.004714186,0.032999303,0,0.001950313,0.04387648,0.012459717,0
145,13,20,7,2002,10.9,2002-07-20,boussole,B070204,43.367,7.904,1,5,0.003,0.021,0,0.005,0.033,0.012,0,0,0.101,0.101,0.0878,38.5334,49.7153,11.7513,0.0389,0.0502,0.0119,0.1031,38.6562,40.5177,20.8261,0.004864837,0.03405386,0,0.002012639,0.048199841,0.011868823,0
146,13,20,7,2002,10.9,2002-07-20,boussole,B070205,43.367,7.904,1,5,0,0.017,0,0.003,0.023,0.012,0,0,0.1,0.1,0.0646,37.134,46.8784,15.9876,0.0371,0.0469,0.016,0.0787,36.0645,36.6489,27.2866,0,0.037134005,0,0.001626646,0.045251743,0.015987607,0
147,13,20,7,2002,10.9,2002-07-20,boussole,B070206,43.367,7.904,1,5,0,0.02,0,0.004,0.032,0.014,0,0,0.087,0.087,0.0823,34.2732,51.0938,14.633,0.0298,0.0445,0.0127,0.0985,33.9086,40.6497,25.4416,0,0.029817696,0,0.001480311,0.042971317,0.012730676,0
148,13,20,7,2002,15.63,2002-07-20,boussole,B0702210,43.368,7.898,2,35,0.056,0.045,0,0.072,0.253,0.009,0.035,0,0.479,0.479,0.532,26.7683,65.1322,8.0995,0.1282,0.312,0.0388,0.5512,29.8872,61.6029,8.5099,0.071092348,0.05712778,0,0.022689047,0.289294355,0.006968779,0.031827691
149,13,20,7,2002,15.63,2002-07-20,boussole,B0702211,43.368,7.898,2,35,0.057,0.05,0.003,0.071,0.252,0.009,0.038,0,0.505,0.505,0.5437,27.7498,63.7673,8.4829,0.1401,0.322,0.0428,0.5702,30.6394,60.6703,8.6902,0.074652093,0.065484292,0.001671939,0.023082052,0.297270821,0.007189339,0.035649463
150,13,20,7,2002,15.63,2002-07-20,boussole,B0702212,43.368,7.898,2,35,0.059,0.049,0.003,0.076,0.264,0.008,0.036,0,0.513,0.513,0.5592,27.2318,65.0358,7.7325,0.1397,0.3336,0.0397,0.5852,30.116,62.023,7.861,0.076317006,0.063381921,0.001651288,0.024402361,0.307579828,0.006311588,0.033356009
151,13,20,7,2002,15.63,2002-07-20,boussole,B0702-27,43.368,7.898,2,35,0.051,0.054,0,0.063,0.234,0.008,0.034,0,0.476,0.476,0.5085,29.115,62.7788,8.1062,0.1386,0.2988,0.0386,0.5281,32.531,59.091,8.378,0.067313982,0.071273628,0,0.020640708,0.278186195,0.006440275,0.032145211
152,13,20,7,2002,15.63,2002-07-20,boussole,B0702-28,43.368,7.898,2,35,0.055,0.052,0,0.07,0.239,0.008,0.034,0,0.47,0.47,0.5201,29.0068,63.0681,7.9251,0.1363,0.2964,0.0372,0.541,32.3179,59.5046,8.1774,0.070077098,0.06625471,0,0.022139122,0.274281127,0.006217027,0.031030916
153,13,20,7,2002,15.63,2002-07-20,boussole,B0702-29,43.368,7.898,2,35,0.058,0.05,0,0.073,0.253,0.009,0.036,0,0.482,0.482,0.5432,28.0318,63.8502,8.118,0.1351,0.3078,0.0391,0.5642,31.2456,60.2846,8.4698,0.072560857,0.062552463,0,0.022669722,0.285088396,0.006867462,0.0322611
154,13,20,7,2002,15.63,2002-07-20,boussole,B0702-21,43.368,7.898,2,10,0.005,0.031,0,0.008,0.043,0.017,0,0,0.143,0.143,0.1228,41.3389,46.7546,11.9065,0.0591,0.0669,0.017,0.1455,41.079,38.0069,20.9141,0.008210359,0.050904227,0,0.003260852,0.063598257,0.017026305,0
155,13,20,7,2002,15.63,2002-07-20,boussole,B0702-22,43.368,7.898,2,10,0.005,0.033,0,0.008,0.047,0.018,0,0,0.156,0.156,0.1316,40.7298,47.5029,11.7674,0.0635,0.0741,0.0184,0.1554,40.6244,38.6353,20.7403,0.008360319,0.055178107,0,0.00332041,0.070784036,0.018357127,0
156,13,20,7,2002,15.63,2002-07-20,boussole,B0702-23,43.368,7.898,2,10,0.005,0.033,0,0.008,0.044,0.017,0,0,0.142,0.142,0.1269,42.2289,46.2484,11.5227,0.06,0.0657,0.0164,0.15,42.0677,37.6483,20.284,0.007890132,0.052074874,0,0.00313367,0.062539092,0.016362232,0
157,13,20,7,2002,15.63,2002-07-20,boussole,B0702-24,43.368,7.898,2,5,0.003,0.015,0,0.004,0.027,0.012,0,0,0.091,0.091,0.0714,35.5512,49.993,14.4558,0.0324,0.0455,0.0132,0.0855,34.9245,39.9438,25.1316,0.005391932,0.026959658,0,0.001784564,0.043709063,0.013154784,0
158,13,20,7,2002,15.63,2002-07-20,boussole,B0702-25,43.368,7.898,2,5,0.004,0.018,0,0.005,0.034,0.014,0,0,0.103,0.103,0.088,35.254,51.0626,13.6834,0.0363,0.0526,0.0141,0.1045,34.8933,41.1236,23.9832,0.006602114,0.029709512,0,0.002048528,0.050545971,0.014093874,0
159,13,20,7,2002,15.63,2002-07-20,boussole,B0702-26,43.368,7.898,2,5,0.003,0.014,0,0.004,0.026,0.015,0.006,0,0.098,0.098,0.0774,30.989,44.499,24.512,0.0304,0.0436,0.024,0.0933,30.2134,35.3383,34.4484,0.005359276,0.025009955,0,0.001773756,0.041835294,0.016343891,0.007677828
160,13,21,7,2002,9.13,2002-07-21,boussole,B0702-32,43.367,7.901,3,10,0.012,0.038,0,0.014,0.072,0.025,0,0.012,0.22,0.231,0.1883,37.4323,51.1522,11.4155,0.0865,0.1182,0.0264,0.2204,37.513,42.1784,20.3086,0.020752469,0.065716152,0,0.006009876,0.112151641,0.026369863,0
161,13,21,7,2002,9.13,2002-07-21,boussole,B0702-33,43.367,7.901,3,10,0.011,0.042,0,0.014,0.077,0.025,0,0.01,0.219,0.229,0.1989,37.5679,51.6238,10.8084,0.086,0.1182,0.0248,0.2313,37.9285,42.7268,19.3447,0.017855369,0.068175045,0,0.005640961,0.112577468,0.024751156,0
162,13,21,7,2002,9.13,2002-07-21,boussole,B0702-34,43.367,7.901,3,5,0.006,0.028,0,0.008,0.046,0.02,0,0,0.146,0.146,0.1264,37.9392,48.4489,13.6119,0.0554,0.0707,0.0199,0.151,37.3245,38.9669,23.7086,0.009774929,0.045616334,0,0.003235201,0.067500158,0.019873378,0
163,13,21,7,2002,9.13,2002-07-21,boussole,B0702-35,43.367,7.901,3,5,0.007,0.027,0,0.009,0.051,0.021,0,0,0.152,0.152,0.1339,35.7975,50.7168,13.4857,0.0544,0.0771,0.0205,0.1592,35.3603,41.0264,23.6133,0.011202509,0.043209677,0,0.003575269,0.073514337,0.020498208,0
164,13,21,7,2002,9.13,2002-07-21,boussole,B0702-36,43.367,7.901,3,5,0.005,0.021,0,0.006,0.038,0.018,0,0,0.119,0.119,0.1025,35.7659,49.1317,15.1024,0.0426,0.0585,0.018,0.1236,34.8604,39.0611,26.0785,0.008184878,0.034376488,0,0.002438049,0.056028683,0.017971902,0
165,13,21,7,2002,15.72,2002-07-21,boussole,B0702-41,43.377,7.92,4,10,0.007,0.028,0,0.009,0.048,0.018,0,0,0.131,0.131,0.1289,38.2736,49.7208,12.0056,0.0501,0.0651,0.0157,0.152,38.1441,40.6515,21.2043,0.010027687,0.040110749,0,0.003200326,0.061933923,0.015727315,0
166,13,21,7,2002,15.72,2002-07-21,boussole,B0702-43,43.377,7.92,4,10,0.008,0.032,0,0.01,0.054,0.02,0,0,0.142,0.142,0.1457,38.715,49.4783,11.8067,0.055,0.0703,0.0168,0.1715,38.6329,40.4876,20.8795,0.010995058,0.043980231,0,0.003411587,0.066847611,0.016765513,0
167,13,21,7,2002,15.72,2002-07-21,boussole,B0702-44,43.377,7.92,4,5,0.006,0.018,0,0.006,0.034,0.015,0,0,0.099,0.099,0.092,36.7746,49.2067,14.0187,0.0364,0.0487,0.0139,0.1101,36.0382,39.5638,24.398,0.009101717,0.027305151,0,0.002259291,0.046455336,0.013878505,0
168,13,22,7,2002,8.72,2002-07-22,boussole,B0702-51,43.36,7.904,5,10,0.01,0.042,0,0.013,0.065,0.023,0,0,0.216,0.216,0.1802,40.6881,48.3352,10.9767,0.0879,0.1044,0.0237,0.2114,40.7435,39.7834,19.4731,0.016901221,0.070985128,0,0.00545394,0.098950055,0.023709656,0
169,13,22,7,2002,8.72,2002-07-22,boussole,B0702-52,43.36,7.904,5,10,0.012,0.043,0,0.015,0.07,0.024,0,0,0.225,0.225,0.1923,40.3192,48.9498,10.731,0.0907,0.1101,0.0241,0.2251,40.4273,40.4895,19.0832,0.019793075,0.070925185,0,0.006141468,0.103995529,0.024144744,0
