serialnumber,CruiseNumber,day,month,year,time,fecha3,Site,STATION,latitude,longitude,CTD,Depth,Fucoxanthin,Peridinin,Alloxanthin,19'-Butanoyloxyfucoxanthin,19'-Hexanoyloxyfucoxanthin,Zeaxanthin,TChlb,Divinyl_Chlorophyll_a,Chla,Tchla,DP_Uitz2006,[%Micro_Uitz],[%Nano_Uitz],[%Pico_Uitz],[MicroChl_Uitz],[NanoChl_Uitz],[PicoChl_Uitz],DP_CNR2017,[%Micro_CNR2017],[%Nano_CNR2017],[%Pico_CNR2017],Diatoms_Chl,Dinofl_Chl,Crypto_Chl,Prymnesio_Chl,Cocco_Chl,Cyanobac_Chl,Picoeukar_Chl
4790,184,7,6,2017,14.17,2017-06-07,Boussole,B1840201,43.366,7.907,2,81,0.0139,0.0016,0,0.0156,0,0.0005,0.0056,0,0.057,0.057,0.0334,65.4322,16.3468,18.221,0.0373,0.0093,0.0104,0.0396,62.8662,22.4392,14.6945,0.033446394,0.003849945,0,0.009317685,0,0.00073381,0.009652166
4796,184,7,6,2017,14.19,2017-06-07,Boussole,B1840202,43.366,7.907,2,21,0.0343,0.0764,0.0016,0.0728,0.0032,0.0112,0.0157,0.0021,0.4003,0.4024,0.2121,73.5982,14.3833,12.0186,0.2962,0.0579,0.0484,0.2659,68.6166,18.6489,12.7345,0.091763821,0.204395217,0.001821501,0.048345681,0.007711022,0.01827573,0.030087028
4799,185,2,7,2017,12.17,2017-07-02,Boussole,B1850101,43.368,7.907,1,399,0.0005,0,0,0,0,0,0,0,0.0012,0.0012,0.0007,100,0,0,0.0012,0,0,0.0008,100,0,0,0.0012,0,0,0,0,0,0
4800,185,2,7,2017,12.22,2017-07-02,Boussole,B1850102,43.368,7.907,1,201,0.0013,0,0,0,0,0,0,0,0.0039,0.0039,0.0018,100,0,0,0.0039,0,0,0.0021,100,0,0,0.0039,0,0,0,0,0,0
4801,185,2,7,2017,12.24,2017-07-02,Boussole,B1850103,43.368,7.907,1,150,0.0043,0,0.0003,0.0012,0,0.0003,0,0,0.0097,0.0097,0.0069,87.6029,8.6693,3.7278,0.0085,0.0008,0.0004,0.0089,77.2079,16.7658,6.0263,0.008497486,0,0.000252276,0.000588643,0,0.000361595,0
4802,185,2,7,2017,12.26,2017-07-02,Boussole,B1850104,43.368,7.907,1,80,0.0155,0.0016,0,0.0188,0,0.0005,0.0071,0,0.0771,0.0771,0.0383,62.9662,17.1837,19.8501,0.0485,0.0132,0.0153,0.0453,60.6031,23.6395,15.7574,0.044004505,0.004542401,0,0.013248668,0,0.000865794,0.014438632
4803,185,2,7,2017,12.26,2017-07-02,Boussole,B1850105,43.368,7.907,1,70,0.0299,0.0024,0,0.0411,0.0011,0.0012,0.0209,0,0.1494,0.1494,0.0835,54.5647,18.9083,26.527,0.0815,0.0282,0.0396,0.0971,53.3894,25.46,21.1506,0.075462519,0.006057192,0,0.025748436,0.002500561,0.001847229,0.037784063
4804,185,2,7,2017,12.27,2017-07-02,Boussole,B1850106,43.368,7.907,1,60,0.086,0.0093,0.0024,0.0695,0.0035,0.0165,0.0973,0.0153,0.3562,0.3715,0.277,48.5021,10.9043,40.5936,0.1802,0.0405,0.1508,0.3185,48.0765,15.7685,36.155,0.162601481,0.017583649,0.001930943,0.032618184,0.005960445,0.019027833,0.131777465
4805,185,2,7,2017,12.28,2017-07-02,Boussole,B1850107,43.368,7.907,1,50,0.1217,0.0369,0.0125,0.1416,0,0.0877,0.1945,0.0381,0.996,1.0341,0.5526,40.4714,10.3266,49.202,0.4185,0.1068,0.5088,0.6989,36.6755,16.3763,46.9481,0.321142873,0.097371997,0.01403621,0.092751276,0,0.141151872,0.367645772
4806,185,2,7,2017,12.29,2017-07-02,Boussole,B1850108,43.368,7.907,1,39,0.0353,0.042,0.0089,0.0746,0.0049,0.0911,0.0786,0.0116,0.5215,0.5331,0.3044,35.8061,12.3762,51.8177,0.1909,0.066,0.2762,0.4312,29.3652,16.7754,53.8594,0.087168727,0.1037135,0.009352079,0.045727111,0.010898499,0.137209353,0.139030731
4807,185,2,7,2017,12.3,2017-07-02,Boussole,B1850109,43.368,7.907,1,31,0.0192,0.0274,0.0046,0.0428,0.0035,0.0458,0.0216,0.0037,0.2824,0.2861,0.1491,44.0699,14.8798,41.0503,0.1261,0.0426,0.1174,0.2184,35.0152,18.747,46.2379,0.051948752,0.074135198,0.005296194,0.028745283,0.008529558,0.075582057,0.041862957
4808,185,2,7,2017,12.3,2017-07-02,Boussole,B1850110,43.368,7.907,1,20,0.0072,0.0252,0.0018,0.0138,0.0019,0.0169,0.0104,0.0013,0.1476,0.1488,0.079,57.7949,10.5294,31.6756,0.086,0.0157,0.0471,0.108,49.6448,13.8625,36.4927,0.019110856,0.066887995,0.00203307,0.00909234,0.004542405,0.027359848,0.019773486
4809,185,2,7,2017,12.31,2017-07-02,Boussole,B1850111,43.368,7.907,1,10,0.0038,0.0084,0.0009,0.0061,0.0011,0.0204,0.0044,0.0013,0.0752,0.0765,0.0433,39.7624,9.4124,50.8252,0.0304,0.0072,0.0389,0.0677,29.7012,10.6424,59.6564,0.009474527,0.020943692,0.00095488,0.003775311,0.002470309,0.031022976,0.007858305
4810,185,2,7,2017,12.32,2017-07-02,Boussole,B1850112,43.368,7.907,1,6,0.0033,0.0056,0,0.0055,0.0009,0.0177,0.0028,0.0011,0.0626,0.0637,0.0337,37.2739,9.1128,53.6133,0.0237,0.0058,0.0342,0.053,27.6201,7.9225,64.4575,0.008803757,0.01493971,0,0.003642216,0.002162625,0.028800945,0.005350747
4811,185,3,7,2017,10.6,2017-07-03,Boussole,B1850401,43.371,7.905,4,401,0.0005,0,0,0,0,0,0,0,0.0013,0.0013,0.0007,100,0,0,0.0013,0,0,0.0008,100,0,0,0.0013,0,0,0,0,0,0
4812,185,3,7,2017,10.72,2017-07-03,Boussole,B1850402,43.371,7.905,4,199,0.0011,0.0004,0,0.0004,0,0,0,0,0.0034,0.0034,0.0023,93.7916,6.2084,0,0.0032,0.0002,0,0.0027,91.4157,8.5843,0,0.002338537,0.000850377,0,0.000211086,0,0,0
4813,185,3,7,2017,10.75,2017-07-03,Boussole,B1850403,43.371,7.905,4,150,0.004,0.0005,0.0004,0.0011,0,0,0.0008,0,0.0097,0.0097,0.0078,81.5762,8.0355,10.3883,0.0079,0.0008,0.001,0.0096,75.0052,17.6965,7.2984,0.007033685,0.000879211,0.000299306,0.000480136,0,0,0.001007663
4814,185,3,7,2017,10.78,2017-07-03,Boussole,B1850404,43.371,7.905,4,80,0.0548,0.0044,0.0011,0.0419,0.0025,0.0072,0.0559,0.0069,0.2004,0.2073,0.1646,50.7049,11.2378,38.0573,0.1051,0.0233,0.0789,0.1869,50.8413,15.945,33.2137,0.097299019,0.00781233,0.000831099,0.018466766,0.00399809,0.007797219,0.071095477
4815,185,3,7,2017,10.8,2017-07-03,Boussole,B1850405,43.371,7.905,4,70,0.0782,0.0063,0.0015,0.0547,0.0032,0.0151,0.0778,0.0132,0.2959,0.3091,0.2348,50.7393,10.2671,38.9936,0.1568,0.0317,0.1205,0.2701,50.2116,14.4389,35.3496,0.145142128,0.011693036,0.001184705,0.025201303,0.0053496,0.017093973,0.103435255
4816,185,3,7,2017,10.82,2017-07-03,Boussole,B1850406,43.371,7.905,4,60,0.0617,0.0092,0.0018,0.0536,0.0027,0.0062,0.052,0.0059,0.2763,0.2821,0.1811,55.204,12.8494,31.9465,0.1557,0.0362,0.0901,0.2095,54.445,18.4203,27.1347,0.135522965,0.020207638,0.001682412,0.029224121,0.005341658,0.008306131,0.081815075
4817,185,3,7,2017,10.82,2017-07-03,Boussole,B1850407,43.371,7.905,4,50,0.1019,0.019,0.0106,0.0809,0.0076,0.0372,0.1799,0.0303,0.6073,0.6376,0.4285,39.7839,10.345,49.8711,0.2537,0.066,0.318,0.5034,38.6931,16.6281,44.6788,0.213798156,0.039864229,0.009463848,0.04213347,0.014362432,0.047604943,0.270372922
4818,185,3,7,2017,10.83,2017-07-03,Boussole,B1850408,43.371,7.905,4,39,0.0952,0.0355,0.013,0.1363,0.011,0.1098,0.2008,0.0398,1.0331,1.0729,0.551,33.446,12.6089,53.945,0.3588,0.1353,0.5788,0.7106,29.7774,17.6987,52.5238,0.261375745,0.097466796,0.015188113,0.09289089,0.0272023,0.183869635,0.394906521
4819,185,3,7,2017,10.85,2017-07-03,Boussole,B1850409,43.371,7.905,4,30,0.0405,0.0353,0.012,0.0794,0.0051,0.086,0.0745,0.0142,0.5582,0.5724,0.2976,35.9193,13.9361,50.1445,0.2056,0.0798,0.287,0.4269,28.9865,19.5996,51.4139,0.109853477,0.095748833,0.013850714,0.053459909,0.012459872,0.142277614,0.144749582
4820,185,3,7,2017,10.85,2017-07-03,Boussole,B1850410,43.371,7.905,4,20,0.0089,0.024,0.0019,0.0181,0.0025,0.0207,0.0126,0.0015,0.1759,0.1774,0.0876,52.9754,12.1621,34.8624,0.094,0.0216,0.0618,0.1209,44.9453,15.222,39.8327,0.025422735,0.068555689,0.0023095,0.012833933,0.006432161,0.036064668,0.025781315
4821,185,3,7,2017,10.87,2017-07-03,Boussole,B1850411,43.371,7.905,4,9,0.0039,0.0086,0.0011,0.0068,0.0012,0.0204,0.0049,0.0013,0.0817,0.083,0.0447,39.4454,10.2144,50.3402,0.0327,0.0085,0.0418,0.0697,29.5615,11.855,58.5835,0.010214784,0.022524909,0.001225997,0.00442102,0.002830939,0.032589231,0.00919312
4822,185,3,7,2017,10.87,2017-07-03,Boussole,B1850412,43.371,7.905,4,5,0.0033,0.0059,0.0005,0.0056,0.001,0.0175,0.003,0.0011,0.0678,0.0689,0.0346,37.5108,10.2076,52.2815,0.0258,0.007,0.036,0.0548,27.6049,10.4378,61.9573,0.009270479,0.016574493,0.00059771,0.003905037,0.002530305,0.029985108,0.006036869
4824,186,12,8,2017,12.17,2017-08-12,Boussole,B1860102,43.371,7.905,1,200,0.0008,0,0,0.0005,0,0,0,0,0.0024,0.0024,0.0013,86.5695,13.4305,0,0.0021,0.0003,0,0.0016,81.7891,18.2109,0,0.002077667,0,0,0.000322333,0,0,0
4825,186,12,8,2017,12.2,2017-08-12,Boussole,B1860103,43.371,7.905,1,151,0.0003,0,0,0.0006,0,0,0,0,0.0015,0.0015,0.0006,66.8246,33.1754,0,0.001,0.0005,0,0.0008,58.3942,41.6058,0,0.00100237,0,0,0.00049763,0,0,0
4826,186,12,8,2017,12.23,2017-08-12,Boussole,B1860104,43.371,7.905,1,80,0.0389,0.001,0.0005,0.0384,0.0019,0.0061,0.043,0.0068,0.1457,0.1525,0.1211,46.4613,13.3399,40.1989,0.0709,0.0203,0.0613,0.1381,46.2616,18.4439,35.2945,0.069077634,0.001775775,0.000377824,0.016926533,0.003038968,0.006606889,0.054696378
4827,186,12,8,2017,12.25,2017-08-12,Boussole,B1860105,43.371,7.905,1,70,0.0602,0.0035,0.0012,0.0455,0.0026,0.0114,0.0618,0.0121,0.2078,0.2199,0.182,49.3538,10.9607,39.6855,0.1085,0.0241,0.0873,0.2092,48.8365,15.4127,35.7508,0.102565867,0.005963132,0.000870001,0.01924273,0.003989921,0.011846513,0.075421836
4828,186,12,8,2017,12.25,2017-08-12,Boussole,B1860106,43.371,7.905,1,60,0.0949,0.0109,0.0044,0.0619,0.0056,0.0268,0.1287,0.0247,0.3916,0.4163,0.3336,44.7136,9.4167,45.8697,0.1861,0.0392,0.191,0.385,44.1622,13.965,41.8728,0.166965461,0.019177276,0.003294164,0.027033359,0.008874279,0.028759052,0.162196409
4829,186,12,8,2017,12.27,2017-08-12,Boussole,B1860107,43.371,7.905,1,50,0.0976,0.0137,0.0122,0.0972,0.0096,0.0728,0.2448,0.0416,0.802,0.8436,0.5203,30.1608,10.2883,59.5509,0.2544,0.0868,0.5024,0.6244,28.6716,15.9616,55.3667,0.223117763,0.031318784,0.011867966,0.055156859,0.019766973,0.101506779,0.400864875
4830,186,12,8,2017,12.28,2017-08-12,Boussole,B1860109,43.371,7.905,1,30,0.0244,0.0135,0.0041,0.0501,0.0045,0.0998,0.0967,0.0256,0.3973,0.4229,0.2626,20.3466,9.7889,69.8645,0.086,0.0414,0.2955,0.3703,16.6329,12.1366,71.2305,0.055396094,0.030649478,0.003961004,0.028234232,0.009202089,0.138197184,0.15725992
4831,186,12,8,2017,12.3,2017-08-12,Boussole,B1860110,43.371,7.905,1,20,0.0121,0.0153,0.0031,0.0298,0.0032,0.0673,0.0324,0.0127,0.2912,0.3038,0.1456,26.5362,11.2329,62.2309,0.0806,0.0341,0.1891,0.223,20.1375,13.0624,66.8001,0.035600878,0.045015986,0.003881228,0.021764091,0.008480275,0.120772968,0.068284574
4832,186,12,8,2017,12.32,2017-08-12,Boussole,B1860111,43.371,7.905,1,10,0.0061,0.0072,0.0019,0.0148,0.0029,0.0438,0.0367,0.0053,0.1767,0.1819,0.1035,18.1204,9.6656,72.214,0.033,0.0176,0.1314,0.1495,14.5742,11.3655,74.0603,0.015117468,0.017843569,0.00200371,0.009104579,0.006473391,0.066206812,0.06515047
4833,186,12,8,2017,12.32,2017-08-12,Boussole,B1860112,43.371,7.905,1,5,0.004,0.0038,0.0005,0.0067,0.0013,0.0241,0.0092,0.0022,0.0767,0.0789,0.0453,24.2717,9.4809,66.2474,0.0192,0.0075,0.0523,0.0707,18.0324,9.4831,72.4846,0.00982071,0.009329674,0.000522378,0.004083256,0.002874821,0.036089367,0.016179793
4835,186,13,8,2017,11.07,2017-08-13,Boussole,B1860402,43.371,7.905,4,200,0.0004,0,0,0,0,0,0,0,0.0012,0.0012,0.0006,100,0,0,0.0012,0,0,0.0006,100,0,0,0.0012,0,0,0,0,0,0
4836,186,13,8,2017,11.1,2017-08-13,Boussole,B1860403,43.371,7.905,4,150,0.0008,0,0,0.0003,0,0,0,0,0.0022,0.0022,0.0012,91.4842,8.5158,0,0.002,0.0002,0,0.0015,88.215,11.785,0,0.002012652,0,0,0.000187348,0,0,0
4837,186,13,8,2017,11.13,2017-08-13,Boussole,B1860404,43.371,7.905,4,80,0.0169,0.0008,0,0.0259,0.0007,0.0008,0.0139,0.0008,0.0801,0.081,0.0496,50.278,20.0532,29.6688,0.0407,0.0162,0.024,0.0576,49.2391,27.0506,23.7103,0.038884504,0.001840687,0,0.014792397,0.001450683,0.001122688,0.022909041
4838,186,13,8,2017,11.15,2017-08-13,Boussole,B1860405,43.371,7.905,4,69,0.0521,0.0037,0.0011,0.0411,0.0023,0.0097,0.0494,0.0105,0.1845,0.195,0.1549,50.7993,11.5999,37.6007,0.0991,0.0226,0.0733,0.1795,49.8866,16.2192,33.8942,0.092490283,0.006568408,0.000830966,0.01811128,0.003677654,0.010502905,0.062818505
4839,186,13,8,2017,11.17,2017-08-13,Boussole,B1860406,43.371,7.905,4,60,0.0768,0.0073,0.0026,0.0502,0.0038,0.0196,0.0972,0.02,0.2964,0.3164,0.2576,46.0393,9.301,44.6598,0.1457,0.0294,0.1413,0.2958,45.6616,13.5621,40.7763,0.133023987,0.012644207,0.001916347,0.021583476,0.005928392,0.020706379,0.120597212
4840,186,13,8,2017,11.17,2017-08-13,Boussole,B1860407,43.371,7.905,4,50,0.1146,0.0092,0.0093,0.0712,0.0107,0.0521,0.2486,0.0444,0.6151,0.6595,0.5145,33.9251,8.5686,57.5062,0.2237,0.0565,0.3793,0.5891,33.7352,13.2955,52.9693,0.207109601,0.0166266,0.007152053,0.031940708,0.017417427,0.057429188,0.321824423
4841,186,13,8,2017,11.18,2017-08-13,Boussole,B1860408,43.371,7.905,4,40,0.0404,0.0176,0.0116,0.0812,0.0073,0.1188,0.2388,0.042,0.6899,0.7319,0.4698,17.4079,9.5045,73.0876,0.1274,0.0696,0.5349,0.603,15.5928,14.2971,70.1101,0.088746499,0.038661841,0.010843263,0.044276657,0.014443663,0.159171623,0.375756454
4842,186,13,8,2017,11.18,2017-08-13,Boussole,B1860409,43.371,7.905,4,30,0.0139,0.0148,0.0035,0.0341,0.0029,0.0774,0.0417,0.0151,0.3014,0.3165,0.1669,24.2512,10.6181,65.1307,0.0768,0.0336,0.2061,0.2545,18.4498,12.6947,68.8555,0.037174041,0.039580993,0.003983136,0.022637491,0.006985662,0.126254036,0.079884641
4843,186,13,8,2017,11.2,2017-08-13,Boussole,B1860410,43.371,7.905,4,20,0.0071,0.0132,0.0019,0.0186,0.0032,0.0487,0.0323,0.0066,0.195,0.2016,0.1148,24.9238,10.2001,64.8761,0.0502,0.0206,0.1308,0.1685,19.8233,11.5768,68.5999,0.017573863,0.032672534,0.002001219,0.011428014,0.00713417,0.07352198,0.057268219
4844,186,13,8,2017,11.22,2017-08-13,Boussole,B1860411,43.371,7.905,4,10,0.004,0.0035,0.0007,0.0064,0.0018,0.026,0.0129,0.0023,0.082,0.0843,0.0509,20.772,9.7152,69.5129,0.0175,0.0082,0.0586,0.0778,15.7393,9.8485,74.4123,0.009339069,0.008171685,0.000695463,0.003709134,0.003785303,0.037025103,0.021574243
4845,186,13,8,2017,11.22,2017-08-13,Boussole,B1860412,43.371,7.905,4,2,0.0033,0.0033,0,0.0054,0.0013,0.0217,0.007,0.0017,0.0669,0.0685,0.0386,24.1219,9.1786,66.6995,0.0165,0.0063,0.0457,0.0604,17.8641,7.635,74.5009,0.008261762,0.008261762,0,0.003355841,0.002931478,0.033135825,0.012553332
4847,187,7,9,2017,9.55,2017-09-07,Boussole,B1870102,43.371,7.905,1,201,0.0005,0,0,0.0004,0,0,0,0,0.0019,0.0019,0.0008,83.432,16.568,0,0.0016,0.0003,0,0.001,77.821,22.179,0,0.001585207,0,0,0.000314793,0,0,0
4848,187,7,9,2017,9.58,2017-09-07,Boussole,B1870103,43.371,7.905,1,151,0.0013,0,0,0.0011,0,0,0,0,0.0043,0.0043,0.0022,82.642,17.358,0,0.0036,0.0007,0,0.0027,76.8378,23.1622,0,0.003553607,0,0,0.000746393,0,0,0
4849,187,7,9,2017,9.62,2017-09-07,Boussole,B1870104,43.371,7.905,1,80,0.0367,0.0071,0.0012,0.0965,0.0028,0.0275,0.0736,0.0346,0.3014,0.336,0.1978,31.2232,19.2376,49.5392,0.1049,0.0646,0.1665,0.2461,28.676,25.0078,46.3162,0.087904103,0.017005971,0.001223085,0.057374554,0.006040678,0.040174929,0.12627668
4850,187,7,9,2017,9.63,2017-09-07,Boussole,B1870105,43.371,7.905,1,70,0.0409,0.0107,0.0052,0.0995,0.0038,0.0484,0.0986,0.0395,0.4158,0.4553,0.2567,28.3387,16.6595,55.0018,0.129,0.0759,0.2504,0.332,25.0967,22.6656,52.2377,0.10227079,0.026755439,0.00553304,0.061759008,0.008558477,0.073816424,0.176606823
4851,187,7,9,2017,9.65,2017-09-07,Boussole,B1870106,43.371,7.905,1,60,0.0198,0.0124,0.0046,0.0847,0.0031,0.0721,0.0839,0.0361,0.3981,0.4342,0.2285,19.8705,15.9054,64.2241,0.0863,0.0691,0.2789,0.3196,16.3899,20.1345,63.4756,0.053052863,0.033225025,0.005244856,0.056334699,0.007481522,0.11783064,0.161030394
4852,187,7,9,2017,9.67,2017-09-07,Boussole,B1870107,43.371,7.905,1,50,0.0099,0.0118,0.0018,0.0281,0.0017,0.0591,0.026,0.0216,0.1824,0.204,0.1208,25.3377,10.8267,63.8356,0.0517,0.0221,0.1302,0.1871,18.9986,12.2305,68.7709,0.02358154,0.02810729,0.001824491,0.016614689,0.003647292,0.08586255,0.044362149
4853,187,7,9,2017,9.68,2017-09-07,Boussole,B1870108,43.371,7.905,1,41,0.008,0.0066,0.001,0.0193,0.0016,0.049,0.0124,0.014,0.138,0.152,0.0846,24.3227,11.0909,64.5864,0.037,0.0169,0.0982,0.138,17.2582,11.2937,71.4481,0.020257807,0.016712691,0.001077543,0.012131337,0.003649279,0.075679431,0.022491913
4854,187,7,9,2017,9.68,2017-09-07,Boussole,B1870109,43.371,7.905,1,30,0.0058,0.0038,0.0007,0.0093,0.0015,0.0548,0.0088,0.0118,0.0935,0.1053,0.0751,18.0163,7.4269,74.5568,0.019,0.0078,0.0785,0.1304,11.981,6.8707,81.1483,0.011461739,0.007509415,0.000588644,0.004561991,0.002669921,0.066051461,0.012456828
4855,187,7,9,2017,9.7,2017-09-07,Boussole,B1870110,43.371,7.905,1,20,0.0047,0.0015,0.0005,0.0061,0.0017,0.0452,0.0059,0.0055,0.0819,0.0874,0.0582,15.0291,7.8979,77.0729,0.0131,0.0069,0.0674,0.103,9.737,6.6367,83.6263,0.009957533,0.003177936,0.000450771,0.003207987,0.003244049,0.058407908,0.008953816
4856,187,7,9,2017,9.72,2017-09-07,Boussole,B1870111,43.371,7.905,1,11,0.0035,0.0016,0.0005,0.0043,0.0011,0.0258,0.0032,0.0023,0.0634,0.0657,0.0358,20.0793,8.9409,70.9798,0.0132,0.0059,0.0466,0.0624,13.263,8.1755,78.5615,0.009053402,0.004138698,0.000550359,0.002760967,0.002562838,0.040704537,0.005929199
4857,187,7,9,2017,9.73,2017-09-07,Boussole,B1870112,43.371,7.905,1,5,0.0033,0.0025,0.0004,0.0043,0.001,0.0253,0.0028,0.0023,0.0662,0.0686,0.0358,22.857,8.4267,68.7163,0.0157,0.0058,0.0471,0.0619,15.2704,7.6086,77.121,0.008921317,0.006758573,0.000460158,0.002885575,0.002435004,0.041717175,0.005422197
4859,187,8,9,2017,9.62,2017-09-08,Boussole,B1870302,43.371,7.905,3,201,0.0003,0,0,0,0,0,0,0,0.0014,0.0014,0.0004,100,0,0,0.0014,0,0,0.0005,100,0,0,0.0014,0,0,0,0,0,0
4860,187,8,9,2017,9.65,2017-09-08,Boussole,B1870303,43.371,7.905,3,150,0.0012,0,0,0.001,0,0,0,0,0.0042,0.0042,0.002,82.8599,17.1401,0,0.0035,0.0007,0,0.0025,77.1084,22.8916,0,0.003480118,0,0,0.000719882,0,0,0
4861,187,8,9,2017,9.68,2017-09-08,Boussole,B1870304,43.371,7.905,3,80,0.0359,0.0071,0.0014,0.1094,0,0.0396,0.0753,0.0376,0.3324,0.37,0.2099,28.8895,18.645,52.4656,0.1069,0.069,0.1941,0.2726,25.4223,24.2634,50.3142,0.089241527,0.017649438,0.001480924,0.067505444,0,0.060040883,0.134081784
4862,187,8,9,2017,9.7,2017-09-08,Boussole,B1870305,43.371,7.905,3,70,0.0324,0.0102,0.0033,0.1036,0.0029,0.0605,0.0833,0.0383,0.3947,0.433,0.2382,25.2217,17.6035,57.1748,0.1092,0.0762,0.2476,0.3219,21.3989,22.1788,56.4223,0.083061121,0.026148871,0.00359997,0.065926719,0.006696307,0.094599206,0.152967806
4863,187,8,9,2017,9.72,2017-09-08,Boussole,B1870306,43.371,7.905,3,60,0.0101,0.0116,0.0024,0.0336,0.0017,0.0612,0.0539,0.0223,0.1904,0.2128,0.153,19.9945,10.0368,69.9687,0.0425,0.0214,0.1489,0.2202,16.1399,12.5542,71.3059,0.019803595,0.022744723,0.00200247,0.016353506,0.003002315,0.073190284,0.075703106
4864,187,8,9,2017,9.73,2017-09-08,Boussole,B1870307,43.371,7.905,3,49,0.0095,0.0112,0.0017,0.0229,0.0019,0.0536,0.0148,0.0167,0.1632,0.1799,0.1017,28.705,11.259,60.036,0.0516,0.0203,0.108,0.1628,20.8311,12.2176,66.9513,0.023699687,0.027940684,0.001804679,0.014180888,0.004269305,0.081557356,0.0264474
4865,187,8,9,2017,9.75,2017-09-08,Boussole,B1870308,43.371,7.905,3,40,0.0073,0.0055,0.001,0.0149,0.0015,0.0497,0.0127,0.0116,0.1159,0.1276,0.0813,22.1892,9.4914,68.3195,0.0283,0.0121,0.0872,0.134,15.5747,9.6763,74.749,0.01614747,0.012165902,0.000941269,0.008181197,0.002988529,0.067052869,0.020122763
4866,187,8,9,2017,9.77,2017-09-08,Boussole,B1870309,43.371,7.905,3,29,0.0062,0.0045,0.0006,0.0084,0.0015,0.0518,0.0062,0.0102,0.0821,0.0924,0.0711,21.2188,7.3205,71.4607,0.0196,0.0068,0.066,0.1238,14.0842,6.6063,79.3095,0.011360592,0.008245591,0.000467835,0.003820652,0.002475627,0.057891975,0.008137729
4867,187,8,9,2017,9.77,2017-09-08,Boussole,B1870310,43.371,7.905,3,20,0.0048,0.0018,0.0006,0.0053,0.0015,0.0418,0.0053,0.0052,0.0732,0.0784,0.0547,17.0044,7.5283,75.4673,0.0133,0.0059,0.0592,0.0966,11.0641,6.6378,82.2981,0.009695602,0.003635851,0.000515724,0.002657409,0.002729037,0.051497857,0.007668522
4868,187,8,9,2017,9.78,2017-09-08,Boussole,B1870311,43.371,7.905,3,10,0.0037,0.0013,0.0008,0.0043,0.0011,0.033,0.0034,0.0029,0.0647,0.0675,0.0422,16.688,8.0055,75.3065,0.0113,0.0054,0.0508,0.0761,10.6374,7.7687,81.594,0.008335641,0.002928739,0.000766937,0.002404666,0.002232105,0.045345121,0.005486792
4869,187,8,9,2017,9.8,2017-09-08,Boussole,B1870312,43.371,7.905,3,5,0.004,0.0019,0.0006,0.0046,0.0013,0.0291,0.0027,0.0029,0.0659,0.0688,0.0397,20.9584,9.1225,69.9191,0.0144,0.0063,0.0481,0.0698,13.7121,8.2734,78.0144,0.009775829,0.004643519,0.000623989,0.002790618,0.002861683,0.043377643,0.004726718
4872,188,17,10,2017,10.62,2017-10-17,Boussole,B1880103,43.371,7.905,1,150,0.0005,0,0,0.0005,0,0,0,0,0.0023,0.0023,0.0009,80.1136,19.8864,0,0.0018,0.0005,0,0.0011,73.7327,26.2673,0,0.001842614,0,0,0.000457386,0,0,0
4873,188,17,10,2017,10.65,2017-10-17,Boussole,B1880104,43.371,7.905,1,80,0.0298,0.0036,0.0021,0.0519,0.0025,0.0233,0.074,0.0323,0.1938,0.2261,0.1645,28.6334,13.7409,57.6256,0.0647,0.0311,0.1303,0.1987,27.0186,19.2243,53.757,0.057762232,0.006977988,0.001732125,0.024971463,0.004364679,0.02754628,0.102745233
4874,188,17,10,2017,10.67,2017-10-17,Boussole,B1880105,43.371,7.905,1,71,0.0233,0.0037,0.0024,0.0526,0.0019,0.0295,0.0649,0.0331,0.1911,0.2242,0.1513,25.1699,14.7191,60.1109,0.0564,0.033,0.1348,0.1921,22.6255,20.1499,57.2246,0.04869782,0.00773313,0.002134504,0.027289041,0.003576777,0.03760581,0.097162919
4875,188,17,10,2017,10.68,2017-10-17,Boussole,B1880106,43.371,7.905,1,61,0.0184,0.007,0.0052,0.0503,0.0024,0.0474,0.0802,0.0305,0.284,0.3145,0.1814,19.7482,13.1087,67.1431,0.0621,0.0412,0.2112,0.2421,16.9892,18.812,64.1988,0.044991745,0.017116425,0.005410663,0.030530361,0.005285802,0.070692395,0.140472609
4876,188,17,10,2017,10.7,2017-10-17,Boussole,B1880107,43.371,7.905,1,50,0.0112,0.0059,0.0019,0.0286,0.0021,0.0412,0.0438,0.0201,0.1697,0.1898,0.1176,20.5029,11.7493,67.7478,0.0389,0.0223,0.1286,0.164,16.9373,14.5815,68.4812,0.025487862,0.013426642,0.001839929,0.01615587,0.004304466,0.057186292,0.071398939
4877,188,17,10,2017,10.72,2017-10-17,Boussole,B1880108,43.371,7.905,1,41,0.0092,0.0057,0.0017,0.0214,0.002,0.0362,0.0262,0.0139,0.1552,0.1691,0.0897,23.4337,12.3253,64.241,0.0396,0.0208,0.1086,0.1312,18.4691,14.59,66.941,0.024467282,0.015159077,0.001923884,0.014127347,0.004790849,0.058719967,0.049911595
4878,188,17,10,2017,10.73,2017-10-17,Boussole,B1880109,43.371,7.905,1,31,0.0077,0.0042,0.0014,0.0153,0.002,0.0284,0.0158,0.0092,0.1249,0.1341,0.0659,25.4629,13.2557,61.2814,0.0341,0.0178,0.0822,0.0989,19.5421,15.021,65.4369,0.022094265,0.012051417,0.001709421,0.010897558,0.005168963,0.049703448,0.032474927
